date,open_interest,funding_rate
2026-09-01 17:00:00+00:00,108997.909,3.844e-05
2026-09-01 18:00:00+00:00,109442.679,3.844e-05
2026-09-01 19:00:00+00:00,109256.029,3.844e-05
2026-09-01 20:00:00+00:00,109009.397,3.844e-05
2026-09-01 21:00:00+00:00,108992.33,7.995e-05
2026-09-01 22:00:00+00:00,108855.059,7.995e-05
2026-09-01 23:00:00+00:00,108970.48,7.995e-05
2026-09-02 00:00:00+00:00,108296.678,7.995e-05
2026-09-02 01:00:00+00:00,108452.845,7.995e-05
2026-09-02 02:00:00+00:00,108908.558,7.995e-05
2026-09-02 03:00:00+00:00,109497.898,7.995e-05
2026-09-02 04:00:00+00:00,108936.998,7.995e-05
2026-09-02 05:00:00+00:00,109123.512,7.998e-05
2026-09-02 06:00:00+00:00,108820.458,7.998e-05
2026-09-02 07:00:00+00:00,108803.992,7.998e-05
2026-09-02 08:00:00+00:00,108647.009,7.998e-05
2026-09-02 09:00:00+00:00,108859.447,7.998e-05
2026-09-02 10:00:00+00:00,109370.609,7.998e-05
2026-09-02 11:00:00+00:00,108863.014,7.998e-05
2026-09-02 12:00:00+00:00,108159.999,7.998e-05
2026-09-02 13:00:00+00:00,108039.471,3.819e-05
2026-09-02 14:00:00+00:00,107764.293,3.819e-05
2026-09-02 15:00:00+00:00,107744.215,3.819e-05
2026-09-02 16:00:00+00:00,107607.7,3.819e-05
2026-09-02 17:00:00+00:00,107799.198,3.819e-05
2026-09-02 18:00:00+00:00,107985.475,3.819e-05
2026-09-02 19:00:00+00:00,107998.226,3.819e-05
2026-09-02 20:00:00+00:00,107896.708,3.819e-05
2026-09-02 21:00:00+00:00,108071.648,7.287e-05
2026-09-02 22:00:00+00:00,108007.915,7.287e-05
2026-09-02 23:00:00+00:00,107594.552,7.287e-05
2026-09-03 00:00:00+00:00,107652.063,7.287e-05
2026-09-03 01:00:00+00:00,107787.852,7.287e-05
2026-09-03 02:00:00+00:00,108078.424,7.287e-05
2026-09-03 03:00:00+00:00,107828.163,7.287e-05
2026-09-03 04:00:00+00:00,107593.662,7.287e-05
2026-09-03 05:00:00+00:00,107706.115,5.866e-05
2026-09-03 06:00:00+00:00,107284.552,5.866e-05
